Accident_ID,Month_Year,Time,Location ,Accident_Severity,Vehicle_Type,Weather_Condition,Road_Type,Number_of_Casualties,Number_of_Fatalities,Light_Condition,Speed_Limit (km/h)
ACC0236,Dec-23,21:33,Puducherry Puducherry,Serious,Auto-Rickshaw,Clear,Village Road,4,2,Dark,86
ACC0237,Dec-19,11:33,Naharlagun Arunachal Pradesh,Fatal,Pedestrian,Rainy,Village Road,7,0,Daylight,75
ACC0238,Apr-21,21:09,Lucknow Uttar Pradesh,Serious,Bus,Clear,Urban Road,2,2,Dawn,49
ACC0239,Jun-19,04:45,Vasco da Gama Goa,Fatal,Pedestrian,Foggy,State Highway,5,1,Dark,106
ACC0240,Apr-23,09:22,Dhanbad Jharkhand,Serious,Two-Wheeler,Rainy,State Highway,6,5,Dark,118
ACC0241,Aug-20,13:42,Kolkata West Bengal,Fatal,Auto-Rickshaw,Hazy,National Highway,8,4,Dawn,112
ACC0242,Nov-18,16:36,Cuttack Odisha,Serious,Auto-Rickshaw,Foggy,National Highway,9,3,Dark,88
ACC0243,Jan-20,08:09,Patiala Punjab,Serious,Truck,Stormy,State Highway,2,4,Dusk,85
ACC0244,Aug-20,08:31,Bokaro Jharkhand,Serious,Pedestrian,Hazy,State Highway,6,2,Daylight,46
ACC0245,Apr-23,08:55,Patna Bihar,Minor,Truck,Stormy,Urban Road,0,4,Dark,45
ACC0246,Mar-19,07:29,Mokokchung Nagaland,Serious,Auto-Rickshaw,Foggy,National Highway,1,5,Dark,62
ACC0247,Feb-23,22:27,Dhanbad Jharkhand,Minor,Car,Clear,Village Road,0,1,Daylight,65
ACC0248,Oct-22,00:07,Thrissur Kerala,Serious,Pedestrian,Stormy,State Highway,10,0,Dawn,66
ACC0249,Jan-21,00:00,Mangan Sikkim,Minor,Bus,Stormy,Village Road,4,3,Dusk,91
ACC0250,Sep-22,16:38,Warangal Telangana,Fatal,Two-Wheeler,Clear,National Highway,6,1,Daylight,46
ACC0251,May-18,06:54,Margao Goa,Minor,Cycle,Clear,National Highway,1,2,Dusk,119
ACC0252,Mar-19,17:11,Mysore Karnataka,Serious,Auto-Rickshaw,Hazy,Village Road,9,3,Dark,57
ACC0253,May-18,17:10,Kolkata West Bengal,Fatal,Car,Foggy,Urban Road,10,2,Daylight,115
ACC0254,Jul-18,23:46,Bangalore Karnataka,Serious,Two-Wheeler,Clear,Village Road,10,5,Daylight,85
ACC0255,Jan-22,02:23,Anantnag Jammu and Kashmir,Serious,Two-Wheeler,Hazy,National Highway,3,5,Dusk,103
ACC0256,Nov-21,14:20,Chandigarh Chandigarh,Serious,Two-Wheeler,Clear,National Highway,2,3,Daylight,46
ACC0257,Jan-20,20:05,Gwalior Madhya Pradesh,Minor,Two-Wheeler,Clear,National Highway,7,5,Dawn,81
ACC0258,Nov-21,09:13,Cuttack Odisha,Minor,Two-Wheeler,Hazy,Village Road,9,4,Daylight,31
ACC0259,Aug-22,10:34,Jodhpur Rajasthan,Minor,Two-Wheeler,Clear,State Highway,9,0,Daylight,90
ACC0260,Jul-18,06:40,Haldwani Uttarakhand,Serious,Cycle,Hazy,State Highway,3,0,Dusk,61
ACC0261,Aug-22,23:32,Dehradun Uttarakhand,Serious,Auto-Rickshaw,Clear,Urban Road,1,3,Dark,66
ACC0262,Jan-20,19:54,Kochi Kerala,Serious,Bus,Clear,National Highway,3,3,Dark,44
ACC0263,Nov-22,20:31,Jabalpur Madhya Pradesh,Fatal,Pedestrian,Clear,Village Road,9,3,Daylight,69
ACC0264,Mar-22,03:10,Tura Meghalaya,Serious,Pedestrian,Hazy,State Highway,8,3,Daylight,98
ACC0265,Jun-20,01:08,Mandi Himachal Pradesh,Serious,Car,Stormy,Village Road,4,1,Dusk,37
ACC0266,Jun-22,20:12,Bangalore Karnataka,Fatal,Auto-Rickshaw,Clear,Village Road,1,0,Dawn,39
ACC0267,May-19,12:00,Margao Goa,Serious,Two-Wheeler,Rainy,Village Road,0,2,Dawn,60
ACC0268,Oct-19,18:40,Madurai Tamil Nadu,Minor,Two-Wheeler,Clear,Urban Road,1,5,Daylight,61
ACC0269,Jun-20,08:07,Nizamabad Telangana,Fatal,Cycle,Stormy,National Highway,0,5,Dawn,54
ACC0270,Jan-20,06:37,Agartala Tripura,Minor,Pedestrian,Rainy,National Highway,8,1,Dusk,82
ACC0271,Sep-18,08:31,Siliguri West Bengal,Fatal,Truck,Stormy,State Highway,5,0,Dusk,76
ACC0272,Mar-21,04:08,Nongstoin Meghalaya,Serious,Bus,Foggy,National Highway,8,1,Dawn,116
ACC0273,Feb-21,22:04,Nizamabad Telangana,Serious,Two-Wheeler,Clear,National Highway,4,3,Daylight,60
ACC0274,Aug-20,06:27,Siliguri West Bengal,Fatal,Car,Foggy,National Highway,10,4,Daylight,103
ACC0275,Jul-19,17:12,Bhopal Madhya Pradesh,Fatal,Bus,Clear,Urban Road,0,2,Daylight,32
ACC0276,Dec-21,21:32,Mangan Sikkim,Fatal,Bus,Stormy,National Highway,7,4,Dark,109
ACC0277,Nov-19,14:26,Panaji Goa,Minor,Cycle,Stormy,Urban Road,3,1,Dusk,62
ACC0278,Jan-19,23:05,Chandigarh Chandigarh,Serious,Bus,Hazy,Village Road,5,3,Dawn,46
ACC0279,Jul-20,12:46,Dhanbad Jharkhand,Serious,Two-Wheeler,Rainy,Urban Road,1,2,Dusk,70
ACC0280,Jan-22,06:53,Dehradun Uttarakhand,Fatal,Bus,Stormy,Village Road,0,2,Dawn,87
ACC0281,Oct-21,08:38,Coimbatore Tamil Nadu,Fatal,Bus,Clear,State Highway,5,4,Dusk,67
ACC0282,Feb-22,00:14,Mumbai Maharashtra,Minor,Car,Hazy,Village Road,9,1,Dusk,105
ACC0283,Feb-19,13:31,Pune Maharashtra,Fatal,Bus,Foggy,Urban Road,4,5,Dark,120
ACC0284,Oct-22,09:38,Vijayawada Andhra Pradesh,Serious,Cycle,Hazy,National Highway,5,3,Dusk,112
ACC0285,May-21,04:51,New Delhi Delhi,Minor,Pedestrian,Stormy,Urban Road,9,1,Dark,54
ACC0286,Jun-23,04:39,Surat Gujarat,Minor,Pedestrian,Clear,State Highway,1,3,Dark,40
ACC0287,Dec-20,21:46,Tirupati Andhra Pradesh,Fatal,Cycle,Stormy,Urban Road,8,4,Dawn,40
ACC0288,Jul-21,00:53,Udaipur Rajasthan,Minor,Two-Wheeler,Rainy,National Highway,5,0,Dark,65
ACC0289,May-23,00:12,Dibrugarh Assam,Serious,Truck,Foggy,Village Road,7,0,Daylight,103
ACC0290,Nov-20,13:03,Tirupati Andhra Pradesh,Fatal,Pedestrian,Stormy,National Highway,1,1,Dark,32
ACC0291,Feb-22,14:54,Gurugram Haryana,Serious,Cycle,Clear,Village Road,8,1,Dark,37
ACC0292,Feb-21,08:27,Margao Goa,Fatal,Two-Wheeler,Foggy,Village Road,7,4,Dark,114
ACC0293,Dec-18,03:45,Itanagar Arunachal Pradesh,Serious,Auto-Rickshaw,Clear,National Highway,3,3,Dusk,72
ACC0294,Jul-20,14:58,Kohima Nagaland,Minor,Cycle,Stormy,National Highway,8,5,Dark,80
ACC0295,May-23,13:36,Kolkata West Bengal,Minor,Two-Wheeler,Hazy,Urban Road,0,4,Dark,61
ACC0296,Mar-19,15:05,Puri Odisha,Serious,Car,Hazy,State Highway,6,0,Dawn,90
ACC0297,Feb-23,00:13,Siliguri West Bengal,Fatal,Bus,Hazy,State Highway,7,4,Daylight,71
ACC0298,Aug-23,14:59,Anantnag Jammu and Kashmir,Fatal,Truck,Stormy,National Highway,9,4,Dark,88
ACC0299,Apr-18,06:33,Bhilai Chhattisgarh,Fatal,Bus,Foggy,State Highway,0,2,Dusk,68
ACC0300,May-18,07:00,Jalandhar Punjab,Minor,Two-Wheeler,Hazy,Village Road,2,4,Dawn,42
ACC0301,Oct-19,02:04,Thoubal Manipur,Minor,Cycle,Clear,Urban Road,4,5,Daylight,58
ACC0302,Sep-18,18:31,Durgapur West Bengal,Serious,Truck,Foggy,State Highway,3,5,Daylight,100
ACC0303,Mar-19,13:17,Bishnupur Manipur,Serious,Pedestrian,Rainy,Urban Road,3,3,Daylight,111
ACC0304,Mar-23,15:02,Solan Himachal Pradesh,Fatal,Cycle,Foggy,State Highway,2,4,Dusk,89
ACC0305,Mar-22,17:14,Dwarka Delhi,Minor,Auto-Rickshaw,Foggy,National Highway,8,2,Daylight,61
ACC0306,Sep-19,09:24,Kohima Nagaland,Minor,Car,Stormy,State Highway,8,5,Dark,90
ACC0307,Sep-19,00:49,Ludhiana Punjab,Minor,Pedestrian,Hazy,National Highway,8,0,Daylight,99
ACC0308,Jan-20,17:24,Mandi Himachal Pradesh,Serious,Auto-Rickshaw,Hazy,Urban Road,5,4,Dark,111
ACC0309,Jan-23,00:26,Faridabad Haryana,Minor,Bus,Stormy,State Highway,3,1,Dusk,98
ACC0310,Jul-23,12:30,Namchi Sikkim,Minor,Cycle,Rainy,National Highway,4,0,Dark,37
ACC0311,Jan-21,15:27,Lunglei Mizoram,Fatal,Cycle,Hazy,State Highway,10,5,Dark,67
ACC0312,Feb-21,10:12,Gyalshing Sikkim,Serious,Pedestrian,Foggy,Urban Road,3,1,Dark,78
ACC0313,Aug-20,08:34,Gyalshing Sikkim,Serious,Two-Wheeler,Rainy,National Highway,8,4,Dark,73
ACC0314,Mar-20,08:29,Hyderabad Telangana,Fatal,Cycle,Clear,State Highway,6,1,Dusk,41
ACC0315,Feb-19,17:02,Jowai Meghalaya,Fatal,Two-Wheeler,Foggy,Village Road,0,1,Daylight,100
ACC0316,Jul-22,19:58,Raipur Chhattisgarh,Fatal,Bus,Clear,State Highway,10,0,Dark,54
ACC0317,Dec-22,02:20,Surat Gujarat,Minor,Cycle,Clear,Urban Road,5,1,Dark,84
ACC0318,Jul-22,14:18,Dhanbad Jharkhand,Serious,Truck,Foggy,National Highway,4,1,Dawn,103
ACC0319,Oct-19,08:59,Bhilai Chhattisgarh,Minor,Pedestrian,Rainy,Urban Road,8,5,Dusk,103
ACC0320,Sep-19,21:35,Kohima Nagaland,Serious,Auto-Rickshaw,Rainy,Urban Road,10,4,Dusk,97
ACC0321,Sep-23,23:25,Dibrugarh Assam,Fatal,Bus,Clear,National Highway,1,3,Daylight,60
ACC0322,Jul-18,12:28,Dharmanagar Tripura,Fatal,Auto-Rickshaw,Foggy,National Highway,1,0,Dawn,38
ACC0323,Jan-18,14:33,Bhagalpur Bihar,Fatal,Auto-Rickshaw,Foggy,State Highway,0,2,Dusk,56
ACC0324,Aug-22,14:42,Panaji Goa,Fatal,Two-Wheeler,Clear,Urban Road,9,2,Daylight,100
ACC0325,Jun-20,00:49,Guwahati Assam,Fatal,Two-Wheeler,Hazy,Urban Road,9,5,Dark,79
ACC0326,Jun-20,09:21,Lunglei Mizoram,Fatal,Bus,Stormy,Village Road,0,4,Dark,104
ACC0327,Jun-20,13:47,Dimapur Nagaland,Serious,Auto-Rickshaw,Hazy,Village Road,10,2,Dusk,40
ACC0328,Dec-18,11:33,Kolkata West Bengal,Fatal,Car,Hazy,Village Road,2,5,Daylight,49
ACC0329,Aug-22,14:05,Thoubal Manipur,Fatal,Two-Wheeler,Stormy,Urban Road,10,4,Dawn,93
ACC0330,Jan-22,01:23,Margao Goa,Minor,Truck,Hazy,National Highway,10,1,Daylight,59
ACC0331,Dec-23,15:36,Nagpur Maharashtra,Fatal,Cycle,Clear,Urban Road,6,2,Daylight,46
ACC0332,Jan-20,04:11,Vasco da Gama Goa,Serious,Two-Wheeler,Clear,Urban Road,9,2,Daylight,49
ACC0333,Jan-18,18:22,Aizawl Mizoram,Serious,Pedestrian,Rainy,State Highway,4,5,Daylight,46
ACC0334,Apr-19,21:28,Mangan Sikkim,Serious,Two-Wheeler,Rainy,State Highway,0,2,Daylight,109
ACC0335,Jan-19,20:13,Ambala Haryana,Minor,Auto-Rickshaw,Clear,Village Road,2,4,Dark,96
ACC0336,May-19,05:23,Agartala Tripura,Serious,Pedestrian,Rainy,State Highway,6,0,Dawn,35
ACC0337,Jan-23,08:24,Dibrugarh Assam,Fatal,Two-Wheeler,Clear,Village Road,6,1,Dark,95
ACC0338,Jul-22,05:39,Nagpur Maharashtra,Fatal,Pedestrian,Stormy,State Highway,10,0,Daylight,75
ACC0339,Feb-21,23:09,Imphal Manipur,Fatal,Auto-Rickshaw,Rainy,National Highway,9,1,Dawn,49
ACC0340,Apr-23,13:09,Bhopal Madhya Pradesh,Fatal,Cycle,Rainy,Village Road,7,1,Dawn,65
ACC0341,Dec-18,14:40,Gaya Bihar,Fatal,Car,Rainy,National Highway,1,5,Dusk,101
ACC0342,Apr-22,08:40,Kochi Kerala,Serious,Two-Wheeler,Stormy,State Highway,7,2,Dawn,106
ACC0343,Aug-22,20:07,Chandigarh Chandigarh,Minor,Bus,Foggy,Urban Road,3,1,Dusk,101
ACC0344,Jul-19,14:12,Mangalore Karnataka,Serious,Cycle,Stormy,State Highway,8,0,Dusk,68
ACC0345,Jun-20,13:00,Mangalore Karnataka,Serious,Bus,Hazy,Village Road,4,1,Dusk,66
ACC0346,Nov-19,21:57,Karaikal Puducherry,Serious,Car,Rainy,National Highway,10,2,Dark,118
ACC0347,Feb-20,12:06,Pune Maharashtra,Fatal,Truck,Foggy,State Highway,1,0,Dusk,71
ACC0348,Mar-21,03:39,Margao Goa,Serious,Bus,Hazy,Village Road,6,4,Dark,30
ACC0349,Aug-21,07:34,Silchar Assam,Fatal,Bus,Hazy,Urban Road,3,3,Dawn,32
ACC0350,May-20,16:58,Chandigarh Chandigarh,Serious,Auto-Rickshaw,Clear,Village Road,2,5,Dusk,107
ACC0351,May-21,00:22,Shillong Meghalaya,Minor,Cycle,Foggy,State Highway,0,2,Dark,112
ACC0352,Jan-23,13:07,Cuttack Odisha,Serious,Truck,Clear,State Highway,10,0,Daylight,78
ACC0353,Sep-19,19:05,Kohima Nagaland,Fatal,Cycle,Rainy,Village Road,5,3,Dark,31
ACC0354,Oct-20,14:37,Rourkela Odisha,Minor,Bus,Clear,Urban Road,2,0,Dusk,104
ACC0355,May-21,14:10,Madurai Tamil Nadu,Minor,Truck,Rainy,Urban Road,5,4,Daylight,72
ACC0356,Sep-20,17:31,Panaji Goa,Fatal,Cycle,Rainy,National Highway,8,5,Daylight,107
ACC0357,Feb-23,22:05,Bishnupur Manipur,Fatal,Truck,Foggy,State Highway,6,3,Daylight,52
ACC0358,Nov-20,20:51,New Delhi Delhi,Serious,Two-Wheeler,Hazy,State Highway,3,4,Dusk,57
ACC0359,Jun-18,01:05,Namchi Sikkim,Serious,Two-Wheeler,Foggy,National Highway,5,2,Dawn,105
ACC0360,Sep-21,11:04,Bangalore Karnataka,Minor,Auto-Rickshaw,Clear,Village Road,10,3,Dark,56
ACC0361,Apr-19,02:30,Nagpur Maharashtra,Fatal,Pedestrian,Rainy,Village Road,0,4,Daylight,99
ACC0362,Dec-18,00:02,New Delhi Delhi,Minor,Bus,Hazy,State Highway,8,3,Daylight,48
ACC0363,Apr-19,23:24,Ambala Haryana,Minor,Two-Wheeler,Rainy,Urban Road,5,3,Dawn,59
ACC0364,Sep-18,05:04,Guwahati Assam,Serious,Truck,Foggy,State Highway,9,5,Dark,51
ACC0365,Dec-19,14:33,Ranchi Jharkhand,Minor,Cycle,Rainy,Village Road,2,1,Dark,115
ACC0366,Feb-19,13:27,Kohima Nagaland,Fatal,Bus,Stormy,National Highway,8,5,Dark,46
ACC0367,Jun-18,03:42,Rohini Delhi,Minor,Auto-Rickshaw,Rainy,Urban Road,5,3,Dusk,69
ACC0368,Nov-22,02:40,Mumbai Maharashtra,Serious,Two-Wheeler,Hazy,Urban Road,1,0,Dark,119
ACC0369,Jul-19,06:56,Solan Himachal Pradesh,Serious,Auto-Rickshaw,Rainy,National Highway,2,1,Daylight,60
ACC0370,Jan-19,17:33,Vadodara Gujarat,Fatal,Truck,Hazy,National Highway,4,1,Dark,46
ACC0371,Nov-18,15:36,Coimbatore Tamil Nadu,Minor,Auto-Rickshaw,Hazy,State Highway,8,0,Dawn,103
ACC0372,May-20,20:02,Dibrugarh Assam,Fatal,Cycle,Clear,State Highway,7,2,Dawn,75
ACC0373,Oct-19,12:24,Thiruvananthapuram Kerala,Serious,Bus,Stormy,Urban Road,1,4,Dark,75
ACC0374,May-20,14:39,Udaipur Rajasthan,Serious,Car,Rainy,National Highway,10,4,Dark,56
ACC0375,Feb-20,18:24,Tirupati Andhra Pradesh,Minor,Pedestrian,Stormy,Urban Road,9,3,Dusk,57
ACC0376,Jan-18,13:21,Rohini Delhi,Fatal,Pedestrian,Foggy,State Highway,9,5,Dark,45
ACC0377,Aug-18,10:45,Puducherry Puducherry,Minor,Auto-Rickshaw,Foggy,National Highway,3,0,Dark,88
ACC0378,Apr-20,02:24,Ahmedabad Gujarat,Serious,Cycle,Rainy,Village Road,10,4,Dark,114
ACC0379,Jul-23,10:24,Haridwar Uttarakhand,Minor,Two-Wheeler,Foggy,Urban Road,7,1,Dusk,32
ACC0380,Nov-19,11:43,Cuttack Odisha,Serious,Car,Rainy,Urban Road,0,5,Dusk,105
ACC0381,Oct-20,23:18,Rohini Delhi,Fatal,Two-Wheeler,Stormy,National Highway,7,1,Dark,112
ACC0382,Dec-23,10:34,Naharlagun Arunachal Pradesh,Minor,Two-Wheeler,Rainy,Village Road,9,5,Dark,102
ACC0383,Jun-21,20:31,Varanasi Uttar Pradesh,Fatal,Cycle,Stormy,Village Road,10,2,Dusk,87
ACC0384,Mar-23,12:48,Bhilai Chhattisgarh,Fatal,Bus,Rainy,National Highway,9,3,Dawn,71
ACC0385,Mar-19,22:42,Dibrugarh Assam,Fatal,Truck,Stormy,National Highway,3,5,Dark,47
ACC0386,Dec-18,22:52,Bishnupur Manipur,Serious,Pedestrian,Rainy,Village Road,5,0,Dark,39
ACC0387,Aug-23,09:21,Thrissur Kerala,Minor,Bus,Foggy,Urban Road,10,1,Daylight,37
ACC0388,May-21,15:12,Visakhapatnam Andhra Pradesh,Minor,Cycle,Clear,State Highway,3,0,Daylight,86
ACC0389,Mar-23,01:12,Vasco da Gama Goa,Minor,Truck,Clear,National Highway,6,2,Dusk,65
ACC0390,Jun-21,15:28,Dwarka Delhi,Serious,Two-Wheeler,Hazy,Village Road,7,5,Daylight,95
ACC0391,Feb-23,13:19,Madurai Tamil Nadu,Fatal,Cycle,Hazy,State Highway,7,5,Daylight,42
ACC0392,Sep-20,17:45,Lucknow Uttar Pradesh,Fatal,Pedestrian,Rainy,State Highway,7,5,Dawn,76
ACC0393,Dec-23,15:54,Aizawl Mizoram,Serious,Pedestrian,Hazy,State Highway,2,0,Dark,38
ACC0394,Jun-23,09:34,Chennai Tamil Nadu,Serious,Auto-Rickshaw,Hazy,National Highway,0,5,Daylight,37
ACC0395,May-23,07:08,Dharmanagar Tripura,Fatal,Auto-Rickshaw,Stormy,National Highway,8,3,Dawn,36
ACC0396,May-19,19:44,Rourkela Odisha,Serious,Bus,Rainy,Urban Road,10,3,Dusk,104
ACC0397,May-21,21:19,Warangal Telangana,Serious,Two-Wheeler,Clear,State Highway,4,1,Daylight,34
ACC0398,Jul-18,06:57,Nongstoin Meghalaya,Minor,Bus,Clear,Village Road,2,5,Dusk,69
ACC0399,Apr-19,16:46,Dimapur Nagaland,Serious,Car,Hazy,State Highway,2,4,Daylight,105
ACC0400,Sep-20,22:01,Mysore Karnataka,Minor,Truck,Foggy,Urban Road,0,3,Dark,80
ACC0401,Mar-19,07:09,Agartala Tripura,Fatal,Bus,Rainy,State Highway,8,0,Daylight,71
ACC0402,Oct-19,02:18,Dhanbad Jharkhand,Serious,Two-Wheeler,Clear,State Highway,6,5,Dusk,64
ACC0403,Apr-22,08:58,Bhilai Chhattisgarh,Minor,Bus,Stormy,National Highway,3,2,Daylight,115
ACC0404,Jun-19,16:15,Haridwar Uttarakhand,Minor,Car,Stormy,State Highway,3,0,Dusk,37
ACC0405,Sep-23,14:29,Panaji Goa,Minor,Bus,Foggy,State Highway,0,1,Dawn,64
ACC0406,Nov-19,05:52,Vijayawada Andhra Pradesh,Serious,Cycle,Foggy,State Highway,4,3,Daylight,117
ACC0407,Sep-21,18:22,Naharlagun Arunachal Pradesh,Serious,Bus,Hazy,National Highway,10,5,Daylight,115
ACC0408,May-20,03:47,Kochi Kerala,Serious,Bus,Clear,Urban Road,5,4,Dawn,110
ACC0409,Apr-20,05:59,Udaipur Rajasthan,Fatal,Two-Wheeler,Hazy,Urban Road,4,3,Dark,36
ACC0410,May-21,15:15,Lunglei Mizoram,Minor,Pedestrian,Clear,Village Road,9,4,Dusk,49
ACC0411,Apr-21,20:40,Tura Meghalaya,Fatal,Bus,Foggy,Urban Road,4,4,Dark,70
ACC0412,Sep-22,14:23,Udaipur Tripura,Fatal,Bus,Clear,Urban Road,8,2,Daylight,101
ACC0413,Jul-22,10:02,Jodhpur Rajasthan,Serious,Auto-Rickshaw,Rainy,Urban Road,10,1,Daylight,55
ACC0414,Apr-22,05:46,Lunglei Mizoram,Fatal,Cycle,Hazy,State Highway,4,5,Dawn,32
ACC0415,Jan-21,00:31,Bilaspur Chhattisgarh,Minor,Pedestrian,Rainy,Urban Road,9,5,Dawn,107
ACC0416,Jun-22,19:47,Champhai Mizoram,Serious,Auto-Rickshaw,Hazy,Village Road,9,2,Dark,101
ACC0417,Jul-20,22:36,Faridabad Haryana,Serious,Two-Wheeler,Clear,Urban Road,10,3,Dark,61
ACC0418,Mar-21,17:14,Gaya Bihar,Fatal,Cycle,Rainy,National Highway,8,4,Daylight,107
ACC0419,Aug-18,21:29,Kolkata West Bengal,Minor,Cycle,Stormy,State Highway,5,4,Dawn,59
ACC0420,Sep-21,20:49,Bokaro Jharkhand,Fatal,Bus,Clear,State Highway,3,3,Dusk,62
ACC0421,Mar-23,16:13,Jammu Jammu and Kashmir,Fatal,Bus,Hazy,State Highway,9,4,Dark,102
ACC0422,Apr-21,11:37,Itanagar Arunachal Pradesh,Fatal,Auto-Rickshaw,Clear,National Highway,6,1,Dawn,33
ACC0423,Nov-22,23:03,Puri Odisha,Minor,Car,Rainy,Village Road,2,5,Daylight,31
ACC0424,Sep-19,18:32,Nongstoin Meghalaya,Minor,Bus,Foggy,National Highway,8,2,Dusk,58
ACC0425,Nov-21,09:16,Raipur Chhattisgarh,Fatal,Cycle,Stormy,Village Road,8,2,Daylight,99
ACC0426,Oct-22,16:42,Anantnag Jammu and Kashmir,Fatal,Two-Wheeler,Stormy,Village Road,8,5,Daylight,88
ACC0427,Oct-22,00:51,Nongstoin Meghalaya,Minor,Cycle,Foggy,Village Road,8,0,Dark,45
ACC0428,Jul-23,23:16,Mandi Himachal Pradesh,Fatal,Cycle,Hazy,Village Road,10,3,Daylight,101
ACC0429,May-19,21:23,Visakhapatnam Andhra Pradesh,Fatal,Truck,Stormy,National Highway,9,0,Daylight,61
ACC0430,Mar-20,23:04,Siliguri West Bengal,Fatal,Two-Wheeler,Hazy,National Highway,10,5,Dusk,104
ACC0431,Dec-20,13:03,Bokaro Jharkhand,Minor,Car,Foggy,National Highway,10,4,Dark,112
ACC0432,Jun-19,21:18,Chandigarh Chandigarh,Fatal,Car,Rainy,National Highway,5,4,Dusk,80
ACC0433,May-23,23:01,Jammu Jammu and Kashmir,Serious,Bus,Clear,National Highway,3,3,Dusk,116
ACC0434,Nov-21,12:45,Nizamabad Telangana,Serious,Cycle,Rainy,Village Road,5,4,Dark,72
ACC0435,Apr-20,09:16,Indore Madhya Pradesh,Minor,Auto-Rickshaw,Rainy,State Highway,2,1,Dark,59
ACC0436,Oct-22,11:30,Lunglei Mizoram,Minor,Car,Rainy,Village Road,0,2,Dusk,40
ACC0437,Jul-22,14:16,Thiruvananthapuram Kerala,Minor,Pedestrian,Stormy,Village Road,9,3,Daylight,107
ACC0438,Apr-21,01:24,Gangtok Sikkim,Fatal,Pedestrian,Rainy,Village Road,5,2,Dusk,101
ACC0439,Feb-20,04:58,Udaipur Rajasthan,Serious,Cycle,Rainy,National Highway,8,1,Dawn,79
ACC0440,Mar-21,22:06,Amritsar Punjab,Serious,Truck,Hazy,National Highway,5,3,Daylight,50
ACC0441,Jan-19,22:47,Chandigarh Chandigarh,Minor,Cycle,Foggy,State Highway,8,3,Dawn,89
ACC0442,Jun-21,22:15,Anantnag Jammu and Kashmir,Serious,Two-Wheeler,Stormy,State Highway,9,5,Dusk,34
ACC0443,May-23,06:59,Ambala Haryana,Fatal,Auto-Rickshaw,Clear,National Highway,2,4,Daylight,34
ACC0444,May-21,15:49,Dimapur Nagaland,Fatal,Cycle,Rainy,National Highway,4,5,Dusk,59
ACC0445,Sep-22,01:46,Thoubal Manipur,Minor,Auto-Rickshaw,Stormy,National Highway,3,2,Dusk,32
ACC0446,Jun-21,10:18,Gangtok Sikkim,Fatal,Car,Hazy,State Highway,7,4,Dark,37
ACC0447,Sep-18,12:45,Imphal Manipur,Serious,Pedestrian,Foggy,Village Road,5,0,Dawn,120
ACC0448,Oct-21,22:19,Thoubal Manipur,Minor,Truck,Clear,National Highway,9,2,Dusk,92
ACC0449,Nov-22,17:12,Agartala Tripura,Serious,Car,Clear,National Highway,3,1,Dusk,77
ACC0450,May-21,03:16,Faridabad Haryana,Minor,Car,Clear,State Highway,5,0,Dawn,72
ACC0451,Jul-20,15:10,Chandigarh Chandigarh,Minor,Car,Rainy,National Highway,0,3,Daylight,58
ACC0452,Nov-20,09:30,Puducherry Puducherry,Serious,Two-Wheeler,Clear,State Highway,1,3,Dark,70
ACC0453,Feb-20,09:44,Bangalore Karnataka,Minor,Auto-Rickshaw,Rainy,State Highway,2,4,Dawn,97
ACC0454,Sep-18,14:15,Jorhat Assam,Fatal,Cycle,Foggy,Urban Road,7,1,Dusk,118
ACC0455,Dec-20,21:53,Mangalore Karnataka,Minor,Truck,Rainy,Urban Road,6,3,Dark,74
ACC0456,May-20,20:03,Mandi Himachal Pradesh,Fatal,Car,Foggy,National Highway,9,0,Dusk,100
ACC0457,Mar-21,14:16,Dwarka Delhi,Serious,Auto-Rickshaw,Clear,Village Road,3,0,Daylight,76
ACC0458,May-22,20:56,Panipat Haryana,Minor,Bus,Clear,Urban Road,4,3,Dawn,98
ACC0459,Nov-22,08:52,Baramulla Jammu and Kashmir,Fatal,Bus,Foggy,Urban Road,0,0,Dark,99
ACC0460,Apr-18,21:57,Udaipur Tripura,Serious,Two-Wheeler,Clear,Village Road,10,2,Dawn,31
ACC0461,May-21,00:09,Champhai Mizoram,Serious,Cycle,Clear,State Highway,6,5,Dawn,108
ACC0462,Jun-23,19:15,Faridabad Haryana,Minor,Auto-Rickshaw,Rainy,State Highway,4,1,Dusk,54
ACC0463,Feb-23,09:48,Baramulla Jammu and Kashmir,Serious,Truck,Stormy,Village Road,0,3,Dusk,61
ACC0464,Jun-21,10:38,Kozhikode Kerala,Fatal,Auto-Rickshaw,Rainy,Urban Road,2,5,Dark,31
ACC0465,Sep-21,02:46,Dhanbad Jharkhand,Minor,Auto-Rickshaw,Clear,Urban Road,2,4,Dawn,67
ACC0466,Dec-18,17:17,Baramulla Jammu and Kashmir,Minor,Two-Wheeler,Hazy,State Highway,3,4,Dark,112
ACC0467,Oct-22,14:14,Srinagar Jammu and Kashmir,Minor,Truck,Stormy,Village Road,1,5,Dusk,61
ACC0468,Jun-20,18:22,Kohima Nagaland,Minor,Two-Wheeler,Hazy,National Highway,3,1,Dusk,91
ACC0469,Sep-20,10:46,Jammu Jammu and Kashmir,Minor,Pedestrian,Clear,State Highway,10,2,Dusk,111
ACC0470,Sep-21,12:00,Udaipur Rajasthan,Fatal,Two-Wheeler,Foggy,Urban Road,10,0,Dusk,102
ACC0471,Sep-22,03:56,Kozhikode Kerala,Fatal,Pedestrian,Foggy,Urban Road,6,0,Dawn,55
